date,symbol,open,high,low,close,volume,vwap,sector,market_cap,returns
2021-01-04,COALINDIA,373.14,390.4,372.52,389.76,3648091,384.23,Energy,24359871536.0,0.03395585738539908
2021-01-04,DIVISLAB,3951.18,4013.86,3849.09,3911.14,2137505,3924.7,Healthcare,20533470010.0,-0.018874266878722068
2021-01-04,DRREDDY,5138.68,5166.07,4853.17,4879.18,7984008,4966.14,Healthcare,20642685535.0,-0.0449814934067202
2021-01-04,EICHERMOT,3682.72,3723.3,3554.07,3593.67,3537039,3623.68,Auto,14374684642.0,-0.029304514121485825
2021-01-04,GRASIM,2059.91,2079.9,2059.61,2079.6,4929554,2073.04,Materials,15597031221.0,0.007968359215960064
2021-01-04,HCLTECH,1177.27,1187.19,1116.04,1125.53,5086873,1142.92,IT,32827917322.0,-0.036913756663557784
2021-01-04,HDFCBANK,1669.93,1674.9,1633.31,1638.19,7174540,1648.8,Financials,89355626369.0,-0.011411502021603903
2021-01-04,HDFCLIFE,645.54,671.86,642.85,669.08,5261286,661.26,Financials,13381569718.0,0.04115898728661915
2021-01-04,HEROMOTOCO,3066.8,3105.45,3029.64,3068.28,2652643,3067.79,Auto,12273103314.0,0.004662676323820225
2021-01-04,HINDALCO,467.85,468.01,447.17,447.31,10946400,454.16,Materials,9517282609.0,-0.04197811141333452
2021-01-04,HINDUNILVR,2414.32,2418.8,2363.01,2367.4,4483281,2383.07,Consumer,54252993083.0,-0.019961748950579894
2021-01-04,ICICIBANK,984.13,1055.7,972.09,1042.94,3056643,1023.58,Financials,76847956237.0,0.05891908905382226
2021-01-04,INDUSINDBK,1142.48,1189.93,1138.62,1185.93,6740372,1171.49,Financials,17788899404.0,0.03110002086666208
2021-01-04,INFY,1506.98,1507.31,1490.44,1490.77,4540758,1496.17,IT,79507634235.0,-0.008519666396201053
2021-01-04,ITC,442.07,444.54,419.1,421.45,9567609,428.36,Consumer,43102883831.0,-0.0511515861044195
2021-01-04,JSWSTEEL,846.13,848.74,829.61,832.18,4620901,836.85,Materials,20547674567.0,-0.019823088067278394
2021-01-04,KOTAKBANK,1799.04,1812.79,1744.34,1757.77,8455637,1771.63,Financials,58592434146.0,-0.02256512914616171
2021-01-04,LT,2714.0,2721.25,2694.79,2702.01,2673936,2706.02,Industrials,38600104873.0,-0.006942555771987213
2021-01-04,M&M,1623.18,1658.11,1621.84,1656.73,5268308,1645.56,Auto,14496400274.0,0.02541995221766946
2021-01-04,MARUTI,9798.83,9980.25,9751.02,9931.79,5943197,9887.68,Auto,29272629825.0,0.020884792380412076
2021-01-04,NESTLEIND,22039.16,22421.32,21729.87,22111.02,10661876,22087.4,Consumer,21105973526.0,0.0012897067094637116
2021-01-04,NTPC,237.97,238.45,236.59,237.07,2725579,237.37,Utilities,21731760594.0,-0.0017264611756779846
2021-01-04,ONGC,191.5,193.21,180.23,181.85,6492645,185.1,Energy,22731498568.0,-0.04974656424726975
2021-01-04,POWERGRID,236.66,238.07,224.73,226.09,3619685,229.63,Utilities,20642545511.0,-0.03861036696857589
2021-01-04,RELIANCE,2551.82,2581.7,2526.5,2556.33,7376755,2554.84,Energy,102253329458.0,-0.002505121451565784
2021-01-04,SBICARD,824.16,849.73,821.43,846.93,3489409,839.36,Financials,8469274966.0,0.035151618856716915
2021-01-04,SBILIFE,1374.42,1405.77,1373.79,1405.13,9587836,1394.9,Financials,14051271464.0,0.014204771013028195
2021-01-04,SBIN,609.69,613.94,588.82,592.96,4157670,598.57,Financials,52013783282.0,-0.03236018864537593
2021-01-04,SHREECEM,27269.24,27595.81,26398.37,26718.33,4655725,26904.17,Materials,9895678370.0,-0.013762417791479575
2021-01-04,SUNPHARMA,1077.0,1112.79,1072.07,1107.71,7641086,1097.52,Healthcare,26182295596.0,0.023979219242537653
2021-01-04,TATACONSUM,819.85,864.86,802.12,846.55,3260179,837.84,Consumer,8159536105.0,0.02602171910602591
2021-01-04,TATAPOWER,390.96,395.02,379.81,383.79,7101828,386.21,Utilities,12119705604.0,-0.01617533965649831
2021-01-04,TATASTEEL,136.38,136.85,128.33,128.77,3383176,131.32,Materials,14858546446.0,-0.05434383491224193
2021-01-04,TCS,3518.79,3539.43,3463.78,3484.21,3873875,3495.81,IT,119458707488.0,-0.006586244158628629
2021-01-04,TECHM,1115.68,1134.48,1096.57,1115.36,4894294,1115.47,IT,20279247929.0,-0.0021471514457487295
2021-01-04,TITAN,2927.38,2949.45,2813.5,2834.87,6765900,2865.94,Consumer,25416043059.0,-0.026256221426093407
2021-01-04,ULTRACEMCO,7944.27,7961.65,7886.25,7903.54,1465697,7917.15,Materials,22722673530.0,-0.005401147177485299
2021-01-04,VEDL,330.84,336.22,328.49,333.84,4235010,332.85,Materials,12139641742.0,0.016812865497076057
2021-01-04,WIPRO,449.28,451.36,447.25,449.33,5594783,449.32,IT,24963049836.0,-0.007246857117606864
2021-01-05,ADANIENT,2364.22,2435.54,2360.18,2431.39,11435379,2409.04,Industrials,25326937276.0,0.018938060514625876
2021-01-05,ADANIPORTS,809.26,816.07,797.74,804.51,5097208,806.11,Industrials,17095795448.0,-0.006201129050189547
2021-01-05,APOLLOHOSP,5505.26,5656.19,5488.72,5639.25,3313691,5594.72,Healthcare,16405095211.0,0.0258646879155624
2021-01-05,ASIANPAINT,3180.99,3234.98,3173.01,3226.88,10693043,3211.62,Consumer,31227855645.0,0.010955822689236339
2021-01-05,AXISBANK,994.23,1015.57,989.96,1011.22,6547282,1005.58,Financials,30336699678.0,0.01563802541053594
2021-01-05,BAJAJ-AUTO,7172.08,7496.78,7138.94,7462.3,6025849,7366.01,Auto,21889422108.0,0.02651047240693405
2021-01-05,BAJFINANCE,7099.08,7236.68,7060.49,7197.55,5751144,7164.91,Financials,46269989030.0,0.01590001270307284
2021-01-05,BHARTIARTL,873.38,896.42,870.09,893.05,2837584,886.52,Telecom,47629539871.0,0.023001935919905625
2021-01-05,BPCL,460.11,465.61,438.04,443.34,4522296,449.0,Energy,9851986643.0,-0.03371766090538575
2021-01-05,BRITANNIA,4788.1,4829.01,4685.9,4726.29,3031506,4747.07,Consumer,11815712780.0,-0.015973316732632248
2021-01-05,CIPLA,1192.43,1238.23,1182.0,1227.5,3320846,1215.91,Healthcare,19435355286.0,0.030214015946286255
2021-01-05,COALINDIA,390.51,400.95,376.91,387.26,3273029,388.37,Energy,24203860493.0,-0.006414203612479463
2021-01-05,DIVISLAB,3930.57,3949.38,3882.5,3901.18,5188665,3911.02,Healthcare,20481173343.0,-0.0025465720991834084
2021-01-05,DRREDDY,4899.06,4970.23,4880.0,4950.97,2902089,4933.73,Healthcare,20946402638.0,0.014713537930553855
2021-01-05,EICHERMOT,3610.11,3610.88,3549.49,3550.25,3726383,3570.21,Auto,14200997319.0,-0.01208235592027096
2021-01-05,GRASIM,2083.26,2171.83,2072.38,2160.55,5082729,2134.92,Materials,16204123868.0,0.038925754952875646
2021-01-05,HCLTECH,1126.68,1132.95,1121.54,1127.8,6075606,1127.43,IT,32894249708.0,0.002016827627873141
2021-01-05,HDFCBANK,1624.59,1638.21,1594.9,1608.38,7606769,1613.83,Financials,87729773288.0,-0.01819691244605326
2021-01-05,HDFCLIFE,669.15,691.13,664.57,686.43,3999648,680.71,Financials,13728696404.0,0.0259311293118909
2021-01-05,HEROMOTOCO,3108.44,3154.18,3024.49,3069.67,6938227,3082.78,Auto,12278671735.0,0.0004530225403156507
2021-01-05,HINDALCO,446.88,461.54,432.5,447.16,4439984,447.07,Materials,9513985102.0,-0.0003353379088327779
2021-01-05,HINDUNILVR,2373.52,2411.54,2364.85,2402.77,5218744,2393.05,Consumer,55063427289.0,0.014940440990115711
2021-01-05,ICICIBANK,1047.36,1069.63,1009.4,1031.33,3922226,1036.79,Financials,75992623110.0,-0.011131992252670475
2021-01-05,INDUSINDBK,1191.53,1211.04,1147.27,1166.37,6512503,1174.9,Financials,17495577951.0,-0.01649338493840291
2021-01-05,INFY,1500.79,1501.25,1489.33,1489.78,8603817,1493.45,IT,79455154653.0,-0.0006640863446406575
2021-01-05,ITC,419.8,425.96,408.48,414.56,2596196,416.33,Consumer,42398680065.0,-0.01634832127179975
2021-01-05,JSWSTEEL,831.19,847.46,828.92,845.15,9154774,840.51,Materials,20867841214.0,0.015585570429474505
2021-01-05,KOTAKBANK,1759.82,1761.36,1757.66,1759.2,5270387,1759.41,Financials,58639904936.0,0.0008135307804775227
2021-01-05,LT,2687.79,2693.72,2622.08,2627.88,6692944,2647.89,Industrials,37541146542.0,-0.027435131624235276
2021-01-05,M&M,1652.78,1706.7,1589.74,1643.35,3768986,1646.59,Auto,14379279273.0,-0.008076150006337879
2021-01-05,MARUTI,9912.28,10018.73,9639.3,9743.94,4858066,9800.66,Auto,28718977772.0,-0.018914012479120168
2021-01-05,NESTLEIND,21862.94,21874.03,21749.96,21761.0,5453791,21795.0,Consumer,20771866905.0,-0.01583011548087787
2021-01-05,NTPC,235.29,245.17,231.43,241.2,5242881,239.27,Utilities,22110355986.0,0.017421014890116826
2021-01-05,ONGC,181.52,183.14,179.48,181.1,5095565,181.24,Energy,22636943081.0,-0.004124278251306013
2021-01-05,POWERGRID,226.8,226.83,220.72,220.74,5132590,222.76,Utilities,20154885868.0,-0.02366314299615191
2021-01-05,RELIANCE,2562.31,2639.06,2537.47,2613.72,6012335,2596.75,Energy,104548867513.0,0.022450153149241148
2021-01-05,SBICARD,848.16,867.93,805.64,824.87,4604851,832.81,Financials,8248655771.0,-0.02604701687270483
2021-01-05,SBILIFE,1396.37,1455.62,1389.53,1448.52,6117591,1431.22,Financials,14485184439.0,0.030879705080668618
2021-01-05,SBIN,588.14,597.33,579.45,588.64,2071638,588.47,Financials,51635072775.0,-0.007285483000539772
2021-01-05,SHREECEM,26827.62,27750.05,26756.53,27676.71,3434912,27394.43,Materials,10250635179.0,0.0358697568298616
2021-01-05,SUNPHARMA,1109.3,1144.89,1081.33,1116.73,4689584,1114.32,Healthcare,26395488956.0,0.00814292549493989
2021-01-05,TATACONSUM,843.66,850.44,842.8,849.57,3432662,847.6,Consumer,8188624847.0,0.003567420707577984
2021-01-05,TATAPOWER,383.11,387.57,372.98,377.37,6118399,379.31,Utilities,11916945083.0,-0.016727898069256675
2021-01-05,TATASTEEL,129.43,131.25,123.66,125.42,2804229,126.78,Materials,14471877365.0,-0.026015376252232714
2021-01-05,TCS,3473.5,3488.63,3343.35,3357.99,2917198,3396.66,IT,115131015404.0,-0.036226289460164596
2021-01-05,TECHM,1123.84,1141.93,1105.84,1123.94,3144875,1123.9,IT,20435186280.0,0.007692583560464872
2021-01-05,TITAN,2856.71,2883.02,2655.78,2680.46,4110481,2739.75,Consumer,24031742445.0,-0.05446810612126829
2021-01-05,ULTRACEMCO,7878.25,8246.0,7749.29,8113.19,3584165,8036.16,Materials,23325417589.0,0.026526088309795304
2021-01-05,VEDL,330.65,335.54,330.39,335.28,5151395,333.74,Materials,12192041227.0,0.004313443565780117
2021-01-05,WIPRO,450.99,453.39,445.23,447.61,5329181,448.75,IT,24867468600.0,-0.00382792157211842
2021-01-06,ADANIENT,2432.65,2476.22,2423.86,2467.31,7044806,2455.8,Industrials,25701126771.0,0.014773442351905697
2021-01-06,ADANIPORTS,800.65,820.46,791.84,811.53,10830274,807.94,Industrials,17244933664.0,0.008725808255956924
2021-01-06,APOLLOHOSP,5651.25,5701.0,5599.67,5649.4,4101373,5650.03,Healthcare,16434628184.0,0.001799884736445323
2021-01-06,ASIANPAINT,3241.26,3393.3,3216.97,3368.06,6235466,3326.11,Consumer,32594119837.0,0.043751239587465296
2021-01-06,AXISBANK,1016.14,1021.56,1013.26,1018.67,3898639,1017.83,Financials,30560056261.0,0.0073673384624513005
2021-01-06,BAJAJ-AUTO,7399.65,7400.28,7343.29,7343.92,5086747,7362.5,Auto,21542154988.0,-0.015863741741822257
2021-01-06,BAJFINANCE,7223.89,7282.14,7013.07,7070.07,5148963,7121.76,Financials,45450471530.0,-0.01771158241346016
2021-01-06,BHARTIARTL,891.59,903.96,884.06,896.39,13964408,894.81,Telecom,47807644671.0,0.003739992161693184
2021-01-06,BPCL,443.59,455.06,436.77,448.17,1803656,446.67,Energy,9959347030.0,0.010894573013939812
2021-01-06,BRITANNIA,4701.5,4922.9,4656.95,4876.69,3159590,4818.85,Consumer,12191736123.0,0.031821999919598554
2021-01-06,CIPLA,1225.09,1284.05,1215.98,1274.57,3769807,1258.2,Healthcare,20180768805.0,0.03834623217922606
2021-01-06,COALINDIA,388.69,392.94,379.77,383.97,6355007,385.56,Energy,23998222400.0,-0.008495584361927322
2021-01-06,DIVISLAB,3909.81,3996.16,3870.26,3956.13,6740813,3940.85,Healthcare,20769706457.0,0.014085481828574942
2021-01-06,DRREDDY,4985.75,5091.17,4920.89,5025.79,8155213,5012.62,Healthcare,21262940108.0,0.015112190136478354
2021-01-06,EICHERMOT,3539.51,3680.66,3489.69,3629.58,3155322,3599.98,Auto,14518310309.0,0.022344905288359973
2021-01-06,GRASIM,2179.47,2251.08,2154.47,2225.56,6740200,2210.37,Materials,16691696485.0,0.030089560528568926
2021-01-06,HCLTECH,1122.79,1153.18,1117.29,1147.56,9008988,1139.34,IT,33470478794.0,0.017520837027841907
2021-01-06,HDFCBANK,1602.36,1605.17,1598.41,1601.22,5812405,1601.6,Financials,87339121237.0,-0.004451684303460657
2021-01-06,HDFCLIFE,689.27,695.43,660.24,666.19,7576638,673.95,Financials,13323806197.0,-0.029485890768177203
2021-01-06,HEROMOTOCO,3038.69,3136.05,2895.8,2991.66,4835404,3007.84,Auto,11966623927.0,-0.025413155160000978
2021-01-06,HINDALCO,447.45,448.96,411.91,413.3,1714838,424.72,Materials,8793694148.0,-0.07572233652383942
2021-01-06,HINDUNILVR,2408.63,2434.19,2380.95,2406.48,5753043,2407.21,Consumer,55148524544.0,0.0015440512408595453
2021-01-06,ICICIBANK,1028.05,1040.99,1015.74,1028.67,5994617,1028.47,Financials,75796612884.0,-0.002579193856476425
2021-01-06,INDUSINDBK,1159.86,1206.14,1124.21,1170.17,2627248,1166.84,Financials,17552584581.0,0.0032579713127054433
2021-01-06,INFY,1476.48,1554.08,1450.98,1527.7,3976838,1510.92,IT,81477115989.0,0.025453422653009206
2021-01-06,ITC,418.99,435.86,417.27,434.08,4215109,429.07,Consumer,44394867638.0,0.047086067155538425
2021-01-06,JSWSTEEL,851.24,922.89,831.0,901.46,3439040,885.12,Materials,22258279321.0,0.06662722593622439
2021-01-06,KOTAKBANK,1762.74,1780.33,1718.02,1735.34,6098921,1744.56,Financials,57844574760.0,-0.013562983174170151
2021-01-06,LT,2603.3,2603.56,2576.96,2577.23,1934306,2585.92,Industrials,36817543872.0,-0.0192740916632419
2021-01-06,M&M,1642.51,1658.28,1621.05,1636.76,5842134,1638.7,Auto,14321687569.0,-0.0040101013174308475
2021-01-06,MARUTI,9740.14,9783.91,9681.24,9724.94,5391583,9730.03,Auto,28662966836.0,-0.0019499299051513042
2021-01-06,NESTLEIND,21788.6,22004.03,21593.76,21809.01,9978311,21802.26,Consumer,20817686977.0,0.0022062405220346637
2021-01-06,NTPC,241.02,242.64,236.27,237.87,5795622,238.93,Utilities,21804679364.0,-0.013805970149253666
2021-01-06,ONGC,181.58,181.99,177.87,178.27,5862312,179.38,Energy,22283851436.0,-0.015626725565985544
2021-01-06,POWERGRID,222.48,222.67,222.42,222.61,2354891,222.57,Utilities,20324977048.0,0.008471504937936025
2021-01-06,RELIANCE,2613.07,2641.56,2607.62,2636.06,3557197,2628.41,Energy,105442461927.0,0.008547204750317672
2021-01-06,SBICARD,823.5,829.77,817.05,823.32,3056912,823.38,Financials,8233240535.0,-0.0018790839768689782
2021-01-06,SBILIFE,1451.6,1489.7,1439.73,1477.62,2904888,1469.02,Financials,14776209915.0,0.02008947063209332
2021-01-06,SBIN,586.05,588.02,560.69,562.58,9271539,570.43,Financials,49349280400.0,-0.04427154117966825
2021-01-06,SHREECEM,27818.77,27921.96,27270.12,27371.66,3816961,27521.25,Materials,10137650465.0,-0.011021902531045069
2021-01-06,SUNPHARMA,1117.38,1138.21,1097.69,1118.5,11014017,1118.13,Healthcare,26437348731.0,0.0015849847322091382
2021-01-06,TATACONSUM,851.92,871.74,796.28,815.24,8391528,827.75,Consumer,7857745788.0,-0.040408677330885046
2021-01-06,TATAPOWER,380.42,393.53,380.14,393.24,4734387,388.97,Utilities,12418238270.0,0.04205421734637094
2021-01-06,TATASTEEL,125.23,130.04,125.0,129.8,5058178,128.28,Materials,14976363151.0,0.034922659862860916
2021-01-06,TCS,3354.06,3385.92,3263.25,3294.54,4808800,3314.57,IT,112955762009.0,-0.01889523196912435
2021-01-06,TECHM,1130.23,1132.37,1076.99,1079.03,11120440,1096.13,IT,19618684322.0,-0.03995764898482135
2021-01-06,TITAN,2696.67,2781.94,2626.64,2711.52,4243451,2706.7,Consumer,24310222670.0,0.011587563328682382
2021-01-06,ULTRACEMCO,8220.03,8231.57,8175.88,8187.38,3264593,8198.28,Materials,23538713617.0,0.00914436861456469
2021-01-06,VEDL,334.92,341.18,333.89,340.12,6859588,338.4,Materials,12368134787.0,0.014435695538057791
2021-01-06,WIPRO,446.58,468.0,438.1,459.29,6452996,455.13,IT,25515927781.0,0.026094144456111357
2021-01-07,ADANIENT,2474.45,2475.77,2379.05,2380.32,12759894,2411.72,Industrials,24795049872.0,-0.03525702080403348
2021-01-07,ADANIPORTS,813.08,826.38,794.19,807.39,3975222,809.32,Industrials,17157043775.0,-0.005101474991682342
2021-01-07,APOLLOHOSP,5673.48,5833.19,5639.79,5798.76,2698336,5757.25,Healthcare,16869116355.0,0.026438205827167494
2021-01-07,ASIANPAINT,3378.93,3471.27,3325.39,3417.12,1547618,3404.59,Consumer,33068923173.0,0.014566248819795291
2021-01-07,AXISBANK,1018.4,1018.99,994.35,994.92,2510984,1002.75,Financials,29847682995.0,-0.023314714284311866
2021-01-07,BAJAJ-AUTO,7308.21,7427.05,7305.5,7424.29,5849306,7385.61,Auto,21777917253.0,0.010943746663907072
2021-01-07,BAJFINANCE,7127.54,7172.03,6947.35,6990.98,4508861,7036.79,Financials,44942037717.0,-0.011186593626371422
2021-01-07,BHARTIARTL,896.37,900.07,893.09,896.79,4185031,896.65,Telecom,47828852299.0,0.0004462343399636026
2021-01-07,BPCL,445.4,453.34,433.26,441.13,2503878,442.58,Energy,9802940046.0,-0.015708324965972742
2021-01-07,BRITANNIA,4886.32,4959.01,4838.17,4910.62,2806091,4902.6,Consumer,12276541015.0,0.006957588036147433
2021-01-07,CIPLA,1285.44,1290.74,1252.74,1257.93,4399783,1267.14,Healthcare,19917248597.0,-0.013055383384200092
2021-01-07,COALINDIA,384.66,392.89,383.25,391.45,3447316,389.19,Energy,24465480386.0,0.019480688595463036
2021-01-07,DIVISLAB,3992.98,4001.9,3946.37,3955.2,7144077,3967.82,Healthcare,20764815143.0,-0.00023507822038215664
2021-01-07,DRREDDY,5045.77,5101.1,4794.24,4847.4,9990375,4914.25,Healthcare,20508223803.0,-0.035494917216994826
2021-01-07,EICHERMOT,3629.91,3736.98,3531.34,3638.2,15907992,3635.51,Auto,14552785313.0,0.0023749304327222998
2021-01-07,GRASIM,2206.43,2248.24,2201.68,2243.41,2534127,2231.11,Materials,16825557444.0,0.008020453279174555
2021-01-07,HCLTECH,1146.52,1222.15,1124.14,1198.74,3270655,1181.68,IT,34963343186.0,0.044598975216982195
2021-01-07,HDFCBANK,1594.56,1596.57,1561.43,1563.41,4758851,1573.8,Financials,85276694487.0,-0.02361324490076311
2021-01-07,HDFCLIFE,664.89,674.59,661.95,671.63,3125288,669.39,Financials,13432561920.0,0.008165838574580642
2021-01-07,HEROMOTOCO,3001.66,3055.45,2889.32,2942.04,5868417,2962.27,Auto,11768178655.0,-0.016586109384087777
2021-01-07,HINDALCO,412.1,424.03,407.82,419.66,3832414,417.17,Materials,8929010913.0,0.015388337769175031
2021-01-07,HINDUNILVR,2412.62,2476.16,2404.26,2467.61,8027106,2449.35,Consumer,56549437369.0,0.02540224726571605
2021-01-07,ICICIBANK,1031.83,1051.22,1021.67,1040.96,3287715,1037.95,Financials,76702474725.0,0.011947466145605379
2021-01-07,INDUSINDBK,1168.57,1175.78,1119.29,1126.24,3470649,1140.44,Financials,16893590573.0,-0.03754155379132951
2021-01-07,INFY,1518.64,1565.06,1453.45,1499.27,3098587,1505.93,IT,79961238716.0,-0.018609674674347154
2021-01-07,ITC,432.67,447.68,427.53,442.43,4338244,439.21,Consumer,45248309529.0,0.019236085514191092
2021-01-07,JSWSTEEL,900.59,931.85,888.79,919.8,3009981,913.48,Materials,22711065671.0,0.02034477403323498
2021-01-07,KOTAKBANK,1732.18,1737.4,1729.81,1735.02,2761003,1734.07,Financials,57833849063.0,-0.00018440190394963807
2021-01-07,LT,2606.02,2637.05,2514.54,2544.85,6302300,2565.48,Industrials,36354977049.0,-0.01256387672035486
2021-01-07,M&M,1655.21,1692.42,1524.31,1559.36,3634792,1592.03,Auto,13644425255.0,-0.04728854566338381
